Age,Occupation,purchase1,purchase2,purchase3,purchase4,purchase5
31,20,1204,9592,668,4447,3983
25,9,620,4531,1079,18429,14024
51,12,2006,7711,1504,19037,5412
48,3,3660,5593,2441,11058,9145
34,6,3124,4146,1490,20183,5704
43,13,4144,7116,226,13313,14791
16,14,1293,6492,948,9033,8495
55,3,1615,2597,2428,21633,9861
21,20,3370,4678,373,20217,13957
21,17,1286,3740,1361,20620,2043
34,7,3641,2363,211,17718,3758
35,4,810,7554,1879,18153,4302
70,5,1687,4692,335,15321,7824
43,11,3498,5317,456,22774,10171
42,7,830,4353,2301,7938,14386
33,15,4745,8154,212,8076,5023
25,4,4159,3580,1329,15435,569
68,3,4774,3067,1397,3511,996
58,8,1769,1442,1016,5439,10071
57,20,4375,318,2439,18155,296
28,18,2554,9461,837,13687,11866
63,3,460,5451,4,670,5058
20,15,1679,9343,1005,973,13140
53,5,1201,8416,615,18943,13655
20,9,751,7780,2466,23166,4831
31,13,2348,4622,2159,24189,1286
69,3,1668,1441,1854,7445,7698
18,1,2685,4245,792,11935,328
28,10,3901,4744,297,15894,8785
30,10,1184,9784,339,20340,9484
65,12,1236,4756,1265,6856,5309
59,15,4006,2184,2190,13661,232
17,3,376,9523,1680,13171,12937
36,7,2507,8145,1521,13707,6741
21,14,1529,6801,1587,13402,8433
54,4,4917,8007,1526,850,466
53,20,798,4141,1964,15033,3883
23,3,3842,8263,306,11807,2284
30,5,4863,1007,1685,5112,13953
21,7,3138,4395,1803,24958,12271
53,13,4007,4994,906,22934,10128
41,10,1130,5148,2203,19237,14234
36,15,3964,9854,2429,2949,6293
66,8,3209,6035,1680,24334,6461
46,17,888,4559,972,2012,13119
53,16,4525,2244,1301,22881,10950
17,5,843,9623,899,12692,8685
70,12,2860,7892,1873,6390,3507
38,16,3523,2899,2346,11488,1247
61,5,3642,9053,1953,2794,3887
61,16,3314,1907,2106,15246,2165
64,13,1611,6426,2463,14744,9081
46,10,367,452,2069,18102,2336
35,19,381,6125,225,5936,14891
43,13,3877,7343,1548,3523,4176
55,15,2771,1251,1598,7925,10419
53,9,4122,3626,253,21488,4158
27,12,3460,3307,204,20344,11292
50,8,4382,8611,1777,11236,14811
43,18,613,1714,2311,17805,8645
68,3,807,1945,832,9101,11282
67,10,3309,6654,2218,23689,13612
39,6,499,7651,2369,1333,51
24,11,1794,9647,868,20297,7669
37,3,4504,4795,1256,14006,6023
69,14,711,1613,993,4260,8594
44,3,865,7388,530,10086,10672
21,2,3023,5847,1565,19635,7502
50,6,3235,8733,1329,20630,7136
20,16,3730,6822,1753,22984,12963
37,13,2162,33,2358,5700,7089
63,10,4795,2077,1077,21692,2419
42,3,2584,4355,1381,5487,5264
34,20,4337,8733,621,6147,5426
51,9,1686,5455,71,24695,1738
59,15,949,9111,1188,5608,5045
27,5,19,5610,252,9185,5015
58,14,3658,5568,2434,12328,14416
18,4,3990,8502,324,11129,6772
55,2,1887,3728,2263,6977,7553
49,15,2219,1931,2056,9806,11446
70,2,415,3849,1863,14143,13681
58,20,1606,7838,1200,7556,5354
40,14,439,2067,1153,3014,13701
58,14,960,2112,1485,9671,11432
55,9,3863,2744,181,8857,3232
17,15,895,8666,1648,17620,104
63,18,4295,7752,1371,4959,14594
25,10,2627,8536,818,15192,14216
40,10,2164,5934,2082,8262,8773
51,12,2414,7184,1507,8481,7919
45,19,969,6223,1806,9981,8814
49,17,3946,480,485,12657,7449
28,5,3822,7409,2429,21678,5900
22,18,3199,3319,1935,4936,12032
37,3,512,6361,1009,13246,7636
67,15,34,6198,38,17617,5706
70,15,2248,4966,2490,21555,10699
35,18,324,4553,549,8145,1096
70,8,2519,1945,2112,13184,4645
49,13,2164,1647,1311,3176,12932
31,8,4825,7654,722,17512,10946
64,12,3354,2257,945,5860,5689
23,7,2212,1914,843,14287,8485
26,9,4687,4402,770,9151,11874
30,17,2333,1724,1002,13292,9770
24,17,1244,4520,235,19140,6248
66,20,2544,4409,1281,24355,5974
39,13,2124,8818,402,1935,5561
26,1,1739,6923,1410,23656,14646
40,15,1877,2609,2004,23875,691
50,1,1438,1063,822,13124,4422
70,14,3919,9630,126,3544,14241
49,16,956,3679,2095,6671,13968
49,2,876,3614,1605,19884,9471
34,17,1481,765,2284,10397,3466
29,13,156,4642,1559,10509,5198
44,17,3574,3190,2346,4228,8932
18,12,1980,178,974,23674,10051
63,1,1760,5704,1667,18549,950
32,12,4637,8701,297,4890,4335
70,11,3613,9692,815,19750,2874
22,3,2417,3207,1125,16396,5976
66,14,995,3542,1434,18995,3673
58,6,3703,4124,234,3412,3782
30,13,1967,1782,29,1081,3439
24,11,3532,749,407,7181,11458
19,15,2105,3182,1000,9935,10938
46,10,64,3070,677,10577,12353
27,8,3967,7182,1527,12992,10577
58,16,3654,8345,489,8429,2218
31,20,3968,1977,2230,19305,11818
35,13,4948,3094,1940,8430,10746
24,18,74,5625,2074,11353,8664
54,10,684,7505,1767,5372,7392
19,15,1393,9303,1675,767,4729
40,17,4975,311,2438,20756,8818
56,20,4015,6471,2155,21921,5208
67,15,3810,2727,1283,5194,2795
70,17,4410,3371,348,3902,5409
67,1,4542,9405,2433,11208,11322
58,10,1167,2322,652,530,2563
34,17,4229,1966,2101,19713,10063
40,2,2864,8606,1111,19064,2959
68,2,3202,1235,179,2314,9364
52,8,1959,3370,2293,24515,8933
18,1,619,6437,272,12863,4455
40,12,501,9545,1420,7277,14642
48,17,2142,7541,571,12552,12561
30,20,2345,4880,1658,10135,3797
49,19,2088,7998,1448,14999,14559
59,10,1958,2196,685,5959,376
17,14,2162,9485,1690,23134,1223
62,5,45,7186,374,1750,7859
37,20,3021,6491,1054,11013,6984
68,16,1086,4680,699,82,9040
35,13,1621,1315,1483,19647,12672
47,6,210,8884,1086,7892,4135
52,15,3282,8637,1130,1288,5048
38,18,3166,470,1121,13691,14623
20,8,2479,5358,929,11427,3822
21,16,3421,4145,1133,16113,8793
37,13,2480,140,1895,18857,3779
47,19,4677,5426,692,4803,733
66,7,2966,8997,2364,19372,6538
57,12,1206,3041,426,2166,10632
59,1,994,3534,2278,15099,6738
38,19,1388,7582,92,15114,766
47,1,4400,2982,2261,4092,1960
54,8,4171,2327,1207,18953,8573
36,17,400,7932,1509,8380,2800
48,12,630,2908,405,7495,13034
69,4,4092,3624,2158,20457,5709
40,12,1274,678,1659,1140,1716
64,13,2828,1410,438,7921,11240
59,3,2524,5763,124,24534,1125
62,5,1783,2096,252,17205,11892
43,8,4457,4560,436,445,13598
21,16,1583,2713,1372,20075,1402
18,13,1058,7928,1207,7420,74
36,6,1871,9599,1260,16955,4356
58,2,3759,4528,1628,2498,6879
20,8,4265,1622,271,24504,3722
22,20,1787,8237,1190,21353,12585
67,4,2624,3976,2449,14622,1379
55,8,4496,7124,2014,7655,3498
34,10,82,270,2118,11135,3252
58,3,1185,7938,1484,10332,6095
24,6,2937,9462,1924,14377,4202
34,18,3107,2961,1119,14649,10977
56,6,1136,4229,240,5869,7485
69,9,4892,7665,1955,981,3540
27,12,3987,3192,604,24784,8071
50,2,2936,2642,185,16329,13583
54,17,1112,7205,2309,22705,2270
42,15,4108,9371,633,6151,5285
47,1,4487,294,2178,8441,5513
24,1,2992,9109,1456,17471,6781
49,7,4406,4284,2459,14935,10094
27,19,2463,9248,2211,3461,6237
57,14,306,6156,2477,7859,263
26,12,4841,8114,1736,18154,9125
61,1,498,4161,1485,10696,991
40,5,272,7540,2062,10249,8848
29,4,2927,8237,1693,23175,5879
41,2,264,8981,1572,24616,6804
51,10,932,6706,739,21268,4637
52,7,535,333,1029,10256,1844
16,7,2004,8948,412,1270,9543
37,9,984,2987,402,10833,5304
57,2,4332,9264,1804,14464,14890
54,13,4804,9386,1552,3175,14910
58,5,604,2024,423,16419,2918
30,2,2927,7461,1224,23537,8172
58,2,3641,822,559,12406,12457
47,20,3650,7053,1851,16990,2764
18,19,4146,9089,1266,6815,14622
48,17,4739,3669,2146,10076,6611
24,8,1333,9472,1121,7451,4108
28,15,2960,2215,1885,23421,3163
17,19,946,3701,1271,22395,254
48,17,2674,6073,897,16673,8454
50,2,244,4387,1037,686,5096
52,20,3217,1883,274,22154,1310
66,17,2555,6958,1536,22825,7463
22,4,72,4179,1539,22402,4573
45,1,1671,2825,2492,14702,8094
61,5,1477,1050,719,23461,5366
51,20,4028,8594,854,15541,13399
44,18,2557,3545,2299,12523,3247
28,16,3716,2324,2007,8076,9431
59,12,2606,5543,2029,11238,7228
36,16,1332,7257,1933,1384,1584
54,9,3358,8166,684,19051,14525
51,4,713,2180,1531,22820,13991
61,19,2302,9303,371,17153,14585
20,17,2042,8063,76,10855,3084
39,19,1830,3761,1326,10364,9531
42,15,946,9067,1099,14299,5751
39,4,4339,8865,465,19242,4605
18,6,3423,6520,235,15366,3232
46,6,2997,4672,197,8164,11981
39,9,889,1088,1021,3022,9267
47,9,1874,401,2019,18611,11248
62,6,767,4719,1953,2605,12015
29,10,4064,5565,1341,3522,9385
39,11,810,7666,2210,20221,9644
18,14,2487,6469,596,6195,2336
31,10,2705,2547,2443,9261,2922
17,8,1509,3790,812,22961,1226
49,9,48,3267,524,20183,549
50,19,1477,4519,591,17786,8156
21,15,366,748,325,20313,13341
58,10,2833,7104,748,23331,11329
32,8,1566,5312,914,1177,198
26,10,4440,6890,1739,9495,11886
55,18,2100,9930,1460,14475,8045
44,8,1602,3590,254,3547,12116
19,14,1087,5485,1526,402,2929
39,2,3099,9666,1139,1965,8544
48,3,3995,1650,1441,16901,8736
47,6,906,274,1201,12485,14962
46,19,1491,4360,1265,22374,5762
45,17,2588,754,876,11042,14311
42,18,4001,6911,309,5669,11982
27,11,1003,4696,1501,14608,12373
47,17,1770,792,2164,3545,13873
50,17,2529,1792,1136,4210,7437
49,15,1985,1619,164,16443,9966
57,20,4176,1459,668,12277,11412
68,2,4201,4495,1406,13526,6310
52,5,1362,4835,1128,21849,2010
24,18,1349,8114,2493,15346,5296
30,18,2885,632,1422,14073,851
38,13,2832,9726,578,18731,13460
68,9,4226,4469,16,20809,9459
61,8,626,4162,775,24316,6885
20,17,2011,1802,2416,12841,12502
16,2,1529,8506,1129,6131,3980
36,4,552,6641,889,5124,9162
46,4,986,7233,574,19733,10248
24,19,3270,4626,89,18986,13487
45,20,4955,5739,1134,9968,10486
54,19,4475,7922,779,24742,6133
66,4,136,2039,1023,20957,13718
62,19,1177,7448,788,19443,13317
28,11,3450,813,0,22017,753
33,9,3336,8684,1508,17144,1003
19,15,241,3567,2270,9314,6367
58,9,4283,4071,2405,22359,14010
20,11,2481,558,2338,5762,2079
23,13,4691,4403,2023,15832,11117
69,12,2444,5043,26,24614,3420
20,17,587,3066,1445,18378,1216
50,3,2745,1488,1056,2351,6733
65,17,2669,2295,1326,9278,8649
35,3,364,4269,1142,1103,7647
27,5,3699,1545,777,22429,13926
28,12,4777,3235,2011,3025,2969
68,10,1668,5818,2121,13543,4900
39,15,354,191,2136,1556,3706
38,4,2745,9615,160,24061,6749
43,19,4860,2832,1005,19945,7908
57,13,1162,2427,1938,24977,4407
23,8,3350,4041,1073,19035,11
47,10,2370,5125,1936,3207,14316
18,17,931,8083,218,15106,10148
64,1,403,2659,2373,18574,8309
33,6,637,4073,2428,18691,5786
65,10,1955,1532,2378,19554,10427
61,13,1946,3761,1808,4155,2378
36,4,2218,2985,2408,1840,4291
32,2,3334,2471,1856,5427,12747
70,13,3556,2473,2176,3814,3936
62,16,4694,4479,2422,6521,8166
24,5,2585,1235,2212,15534,5779
42,12,1088,2491,717,10884,8235
56,8,2158,5663,2363,23826,14584
65,19,1011,2554,1354,11907,3337
17,16,3255,6042,1971,17616,1993
63,19,325,9552,991,17739,14634
64,11,4687,2730,1194,14923,172
30,11,1247,4604,1365,22828,14378
65,17,571,269,1067,23476,14421
60,1,857,424,1624,14426,677
43,14,2392,379,1333,3270,14599
59,1,4756,1414,1571,18385,11512
67,15,1367,1584,797,14175,757
16,15,3538,510,1009,15983,784
31,16,1222,3134,678,5073,14961
19,4,4927,6157,1394,16663,11654
57,3,1564,4122,1840,2196,8968
49,15,4779,3142,149,273,2646
39,13,3796,4880,225,16444,11553
29,1,3589,8404,1243,11310,8163
31,5,498,4633,408,4157,13606
20,2,1957,1490,2257,22310,11578
39,18,3968,8196,408,6,12759
23,10,3707,7931,2009,2629,13552
61,6,2184,3049,1888,18441,2484
48,4,1086,848,327,11541,8138
20,17,476,2194,1801,17634,14573
23,8,2861,5332,2062,238,13906
32,7,2119,9674,2014,17989,12780
42,6,4219,6799,2324,23114,1989
50,20,1027,2652,2461,15169,6779
39,6,4773,9302,323,5276,13585
43,11,3399,8794,393,22767,13307
47,12,3559,3359,2313,21497,4525
41,19,1791,8692,13,23287,4913
57,11,1919,4601,520,3359,8002
69,10,3354,2151,1164,9569,1434
39,18,1751,4033,2101,14860,4633
68,15,84,7223,2426,23939,5446
44,15,1653,9034,885,11379,5515
62,6,4931,1356,82,127,9853
66,18,4737,1309,2361,6353,11237
48,2,691,2619,477,9032,3031
23,17,986,6186,926,14327,8671
64,1,1631,6996,409,23552,4007
37,20,1246,5165,1246,6298,10044
53,12,2506,8695,1255,15463,10165
35,18,1107,3507,350,9888,9175
61,4,166,5598,2372,17370,14597
20,5,4618,5352,391,324,5901
28,12,177,2948,2340,7890,12723
66,8,610,2531,2387,5523,4581
25,18,4618,7246,313,20528,5542
68,11,2167,9407,2270,12774,1520
62,8,4522,4955,1167,21159,1818
40,19,229,7155,1019,16252,12740
38,5,2036,8055,581,23946,12730
55,15,1222,4513,363,8053,3854
50,20,111,611,2186,12269,11906
34,11,3576,3083,1688,16624,11571
27,10,2988,857,726,81,9939
68,17,4233,1175,1939,7917,9731
61,11,2087,8215,1884,16058,13175
52,14,2093,500,1829,7848,1402
41,9,4684,4116,339,18854,1292
43,1,4465,7995,1978,24402,6435
58,13,4174,9794,1984,11651,8758
68,5,1299,1462,2202,15543,683
18,14,2638,8131,1332,23201,555
53,1,4889,5329,2041,19826,12265
61,10,593,9468,1928,10055,3805
33,13,4939,3087,2008,12956,3456
37,13,2468,2065,1794,23810,14854
36,18,1345,2730,1213,22408,6498
27,3,376,644,2281,6854,5619
48,7,4338,1533,2061,11523,13569
18,6,1354,4928,396,23187,11454
28,1,4959,2054,924,6323,11650
53,3,3340,4606,143,2066,9733
48,16,1439,3832,436,11274,4241
51,17,3418,6976,1196,9736,723
46,17,3455,4920,1435,11740,14823
17,16,2615,3279,1719,8730,12163
64,6,3490,6736,1314,2368,6419
67,16,74,6029,1137,23698,13732
40,2,1543,6400,185,5411,861
58,7,812,6561,1111,21445,3855
29,17,4394,3016,1586,16545,14733
46,3,4593,9525,554,22094,12871
69,3,461,9605,2381,1618,638
58,3,1396,9217,1943,3574,8829
22,16,4354,3071,1416,11795,5160
21,6,2503,7379,195,18114,8312
63,20,647,5165,2464,19607,12493
19,12,2201,9766,1119,14534,11394
27,18,4110,9185,255,22671,6893
36,10,564,9014,935,3648,6441
50,4,2662,9378,524,9672,14747
60,17,3176,1937,2245,19004,6646
66,12,145,7586,57,14768,14322
50,14,1342,8726,1364,23255,693
27,19,980,3509,235,16079,10976
61,3,711,7208,1463,10133,1122
28,8,4489,5468,2092,10669,6383
23,7,1783,2585,1623,16361,14831
43,5,3771,2489,1730,18565,9271
22,7,506,8430,1338,8001,1460
23,17,43,6140,1674,24208,11515
33,4,30,8438,2228,13075,4684
56,10,1611,8212,1558,6624,10327
39,14,4464,6465,489,2205,13354
57,4,3335,6878,2211,20746,1340
47,2,3831,4013,2405,19453,12407
50,11,401,4381,205,6798,12203
22,8,3650,8189,229,2620,14460
31,1,1946,4824,2121,23067,9315
60,17,917,2857,1834,22962,1202
62,9,1915,2168,460,9186,9765
19,3,203,7352,2117,2606,3109
32,1,1791,9445,1733,16134,690
18,8,3438,3439,1017,9003,7549
33,13,4141,1601,866,16294,13728
60,6,927,8223,882,16922,14277
51,9,3958,3993,1554,2600,7583
33,16,4529,9974,1509,7537,955
16,19,600,1210,1398,23804,5395
30,11,3898,1870,231,3243,4631
68,14,990,1477,308,6861,11665
57,10,3571,4492,1288,4265,6900
64,7,3014,2174,90,24036,12323
44,7,4254,3520,367,14436,8408
51,12,3099,527,2432,8340,760
65,18,4564,1426,1157,8721,4384
52,13,3443,7726,431,1344,10525
70,1,4875,674,949,22790,9196
21,1,4756,4854,125,23744,2861
18,14,4023,5193,1033,17821,5929
19,13,1077,6818,253,5406,14952
51,14,4135,8940,2116,14560,8231
27,16,1932,6688,1230,10309,14897
64,9,1145,2506,1353,10161,11701
24,8,4893,7106,1458,22388,7255
63,2,1290,8403,2466,10495,4759
58,16,545,3973,1709,14679,6123
42,13,1195,3100,2301,6224,12761
18,9,876,284,2219,16693,7596
48,10,3336,8735,590,18467,5761
24,17,2736,4754,861,14045,10653
63,19,2080,2244,2243,7220,4867
39,8,4291,8900,1279,24212,8353
57,1,4408,616,28,15792,13945
35,4,121,1136,2285,11418,14343
57,18,3919,3975,284,24708,10980
19,17,4006,1772,2242,23365,6653
67,4,1442,7714,997,24167,14266
62,20,3359,3965,110,13866,8266
32,3,1706,3739,2133,4138,8319
54,4,393,1221,2103,18277,10456
47,8,4892,9588,1517,14408,2774
54,11,531,8278,813,19567,13965
69,7,4756,5925,2441,18296,4967
56,2,4892,5744,1250,10851,5906
24,11,2358,4181,2144,20363,11000
55,7,3272,9144,1926,4740,9072
46,11,1131,8138,1706,4037,9455
44,9,2416,7663,2185,16226,3356
21,11,599,3168,1076,2810,9646
30,19,4124,9238,408,13196,12765
64,10,1510,6734,857,23396,546
17,19,3965,3093,1174,2113,4621
47,16,2087,1512,325,17990,10839
19,18,1111,775,1477,813,8689
41,4,1811,8021,378,13992,11680
22,6,4745,6759,2272,5224,467
19,2,2488,4148,322,4044,8345
70,19,1573,5279,967,13532,12886
16,14,2839,1445,314,10762,2660
59,7,3740,589,2050,18371,542
55,17,2788,4625,2471,9837,6594
23,5,1744,3480,339,15505,3166
33,14,96,2458,45,948,8216
58,3,1002,2692,1385,21960,7111
21,5,4857,1948,1886,7278,11118
44,5,3854,3407,124,8059,14159
20,7,765,815,751,9653,11221
52,6,1229,1841,1086,5786,13084
59,17,2425,7775,1915,22602,13217
18,15,4096,1040,2221,6694,11937
20,11,2562,7294,2257,20355,13284
27,16,3098,7431,470,13634,4607
40,2,684,4053,1766,20915,2668
41,18,2022,8672,1726,2686,5510
56,1,98,8816,2112,2588,4914
25,3,2853,1847,1382,14350,12642
26,11,583,3346,1991,13213,3456
53,11,1507,2662,293,5851,2731
24,2,94,9892,916,11884,7488
45,3,475,4016,500,21745,1273
27,12,345,2772,755,21311,5605
30,13,544,4688,1445,23691,12577
61,9,3366,4764,1598,13441,12108
40,4,2038,5290,2285,18315,1113
49,5,3281,5417,1124,18457,2265
66,10,4087,4208,1170,21950,8208
25,4,700,9248,1686,270,11602
68,3,3641,2643,1010,20546,12213
66,5,1466,989,712,21648,10924
49,1,2443,7484,1098,13790,7376
26,15,3666,2848,1787,21043,449
65,20,2445,3771,2303,23184,638
54,5,1599,340,806,8098,4260
40,16,4844,1533,2047,4141,11778
47,7,36,7984,281,24034,4012
35,9,1927,9985,844,23477,13455
21,10,3855,7812,388,22635,11325
51,14,2495,3680,1413,19565,12502
25,17,3132,1773,837,685,13314
20,2,4342,3116,1689,20238,1746
21,10,1390,4651,74,16514,3746
61,19,2194,9774,1440,6868,13227
63,8,805,7373,364,18230,7444
58,18,4675,358,1791,22442,14407
17,14,3331,6403,2432,12022,1563
19,20,2449,9909,44,20647,11728
31,1,1124,9792,199,12560,10446
66,5,2678,1736,795,3749,8613
28,17,4716,8384,367,16179,6540
57,6,2393,6881,753,7172,7389
50,12,3940,5843,2456,7185,3794
34,17,3380,9747,2347,11435,13843
37,18,1481,5387,2401,13241,8507
24,2,3305,8036,1494,11541,3782
41,5,2851,6963,1665,1396,891
42,18,3843,6490,1082,9483,11795
53,6,1701,2683,706,9126,6146
24,10,856,7382,1465,9687,2926
16,8,2295,412,241,6536,12341
50,19,2043,3569,2260,10430,8879
66,7,333,675,269,10459,5762
27,1,1879,8579,44,20989,7818
25,6,1789,9849,912,20478,2506
34,9,2128,8487,1903,10341,2718
61,3,4769,3554,1283,4804,9537
37,19,3715,121,988,7075,5724
21,1,4025,541,2436,7657,3820
65,15,810,9210,1047,16183,7543
40,1,2832,617,2305,9412,7467
47,17,4808,2519,539,17419,1147
33,15,4613,5170,2093,4108,4654
51,1,3284,7277,1560,12846,2834
54,17,2832,8683,2272,12618,6731
36,10,960,6617,1983,881,3324
39,5,2953,8122,2216,14500,4959
20,20,2885,6029,1038,11972,10707
58,10,3341,8139,2088,21695,14029
32,11,217,5993,1851,11352,10140
22,9,3412,6374,21,2240,14523
29,20,4713,5182,169,15643,7120
21,7,3906,1794,911,15670,9422
22,3,3550,2023,2079,13677,11393
30,3,1106,9727,1834,9611,1800
54,11,509,3705,1736,23785,8444
35,19,3490,2811,2002,11453,13419
49,7,4082,4962,452,24801,379
54,9,4229,9382,658,15833,928
69,17,1597,1192,1833,3242,6806
67,14,4012,9973,32,19668,4943
27,19,1462,6700,712,3290,4192
43,11,289,5540,87,11682,8167
60,17,4828,6389,121,17658,1458
40,13,4028,2166,330,13858,2603
33,20,4180,7263,1080,18297,5683
31,13,2934,7407,1279,24256,14225
36,7,1521,92,1878,15545,9360
61,14,4293,6209,169,8034,5223
68,1,654,7568,745,7380,6945
31,8,1373,6668,2400,18158,5729
38,16,1514,2410,1240,19413,10592
33,20,1818,1231,817,14872,6452
34,17,3851,51,316,24751,14039
70,10,2106,8962,871,12595,6106
26,17,988,3710,1040,7273,4307
58,2,1254,8307,318,12608,1284
51,12,174,9341,2036,19849,412
68,13,2088,2441,1070,19711,10095
58,13,381,2338,164,24947,8194
35,20,995,581,2274,18032,9576
45,2,4273,3662,1580,12021,7661
67,9,2919,1637,200,2647,1383
24,12,1937,6206,1407,8607,13399
23,11,832,2407,1987,24058,6059
28,19,3940,3035,1419,24618,13465
35,2,3075,6257,2045,133,12770
46,20,3999,9034,236,585,6844
47,9,4417,4770,348,7027,10969
56,2,819,1240,1322,7388,1110
65,4,486,9206,181,5173,11066
40,2,3470,2836,1214,16675,3938
18,20,3962,202,2348,16857,12949
54,5,155,7633,1571,6382,7649
52,18,4323,231,175,23672,12158
47,3,1271,2220,482,17178,5510
24,19,4756,8709,32,23845,2697
67,20,4618,8159,2018,6585,12768
17,12,3192,8304,1767,10217,14718
41,8,768,6829,1180,6140,1046
46,7,3793,1624,1203,20456,14275
55,10,2393,8991,225,4179,1208
60,20,4984,9273,751,4503,12653
27,12,4947,8090,1836,10207,114
70,9,2477,2009,74,10090,5295
66,15,2120,8654,1398,6469,14176
56,17,1009,9759,1292,18886,14523
24,3,4089,2989,1665,24567,13108
24,14,3703,1258,208,13322,8568
59,13,4282,7383,1241,21925,4456
64,8,573,402,401,9180,20
68,14,1409,8913,2061,4258,12045
60,11,3445,1173,1565,2443,7392
25,20,1667,4737,1467,8333,10044
64,9,3063,5926,1319,21386,1870
40,14,3887,5925,656,10069,1758
41,18,1120,7977,2373,2070,6578
56,1,3435,9509,698,23513,9673
69,3,4291,7979,1440,18770,12357
51,19,152,6826,1730,3633,12010
32,20,3614,9879,2226,12736,6418
36,4,1440,7806,1808,19893,3328
25,19,4618,3322,2076,969,2672
29,15,1842,3423,1091,21616,1024
46,15,1142,7147,1861,23785,12101
40,15,707,7862,790,3030,10045
55,16,2751,6847,1839,5254,10857
68,14,444,9663,1197,11276,208
23,14,3965,2895,1576,13103,12456
30,7,2295,5535,1129,6332,714
57,15,2117,353,775,1060,10202
42,17,4342,6899,2067,22193,5667
18,14,4342,8744,1874,15239,11253
23,1,1136,9280,2094,9520,4308
39,19,815,7924,115,4324,6758
69,5,3806,6358,1458,13443,11129
70,7,1973,9411,1220,14134,492
19,10,1536,4469,1389,15863,11310
37,7,2271,6859,488,20435,10244
68,16,456,8351,602,19627,13499
18,18,1575,6787,1327,23797,1106
45,7,24,7874,1509,14688,12774
18,9,4462,7292,2007,20928,2746
45,1,1662,2240,8,23266,12181
34,12,704,5099,1004,10667,9628
17,15,3590,4949,167,648,11012
44,17,2043,1188,81,11231,14590
22,19,1262,1777,747,8644,11864
27,12,2467,7440,267,4652,3757
28,4,478,6769,2136,8391,10295
32,3,3221,852,1788,22921,7830
53,18,3218,5389,1034,10541,13750
58,4,2944,5395,389,20086,12675
61,7,377,3941,1075,2400,1182
48,16,2806,9999,1833,8968,2972
61,7,4489,3464,1391,14276,7002
65,16,4705,4965,436,18939,14989
25,3,2477,4327,2499,19986,5674
26,15,723,2718,1294,12802,9269
27,9,3883,7101,1660,2654,11484
39,20,1965,2893,1305,3890,11702
50,18,2453,783,767,24359,1192
24,10,2060,3558,2152,11512,3123
44,15,3668,7381,493,23751,8970
21,7,4826,3881,1230,8096,8474
28,20,1021,2774,693,1029,65
58,8,100,965,772,20971,14781
30,12,1375,8336,2247,7314,1653
68,14,3156,8800,2306,14214,7510
44,13,1213,3987,274,14381,8261
25,4,114,9816,1731,10582,4435
19,16,1509,5565,1348,7841,6298
51,7,3479,7856,819,19427,7731
47,9,1627,8732,1770,12726,6702
42,15,1315,7469,2077,21459,135
69,8,317,5269,648,952,9170
36,13,1088,7374,1425,14264,8501
29,1,2817,8150,1049,1864,63
23,12,3423,2864,1995,19782,10845
65,11,3652,565,1537,17733,14351
40,11,3858,2739,1514,20704,10574
35,18,1782,8136,2373,4176,12754
47,20,2923,2694,111,9543,9063
41,8,3465,5023,165,3686,365
43,17,1577,5739,1724,12889,14639
67,10,3243,8125,2346,17644,11413
25,1,241,2777,1533,7140,158
27,8,276,3544,106,13236,3247
25,16,3349,6644,259,14260,1827
39,6,4708,391,1784,1076,4974
54,12,4678,8447,1622,18333,9708
49,1,1946,1429,2165,20564,9199
52,13,248,4173,176,18701,5311
38,4,4021,8285,1568,2558,2600
26,10,686,4711,289,9221,11669
51,13,4221,3055,1962,13205,3346
54,20,3689,9875,693,19826,2821
29,5,665,7724,1217,23778,4340
46,16,4317,4527,141,20502,12305
23,2,2171,9218,1421,23413,11768
65,14,4821,4080,1544,8028,2664
38,15,4764,1699,929,21829,14425
62,10,4385,613,585,16406,10128
70,8,1895,2010,373,19930,2784
31,15,2773,3520,1540,7550,456
61,14,2559,8125,1992,16923,63
54,9,1230,2423,58,2223,12396
62,2,4443,4786,1332,2920,9621
50,20,4888,3529,2260,4242,1496
44,10,4936,9091,303,2338,12663
54,1,4676,9541,1013,21591,6376
19,13,3321,9932,1952,847,6620
33,15,4006,5546,1801,17696,6199
33,1,3942,1539,1366,14677,14652
44,17,4869,9022,1244,19250,841
16,13,2530,4121,1143,16427,8716
46,19,3661,9587,2163,20664,5143
52,20,3929,9034,1292,21831,4326
43,1,1472,4791,1742,5934,13489
64,7,2985,8831,1699,2688,2884
21,7,4859,1695,1095,3500,11424
32,17,810,6087,191,15862,11261
57,8,1762,5021,1658,18377,10935
30,7,3388,5005,1442,22759,5119
22,2,2132,9749,1575,3971,9966
24,20,2837,699,1684,5359,91
60,12,4936,9955,2203,15846,13249
62,2,532,3115,2126,12673,9636
66,18,4476,9026,2480,17277,1206
65,15,1451,1906,2234,22056,3029
17,5,3905,1187,2337,2182,5798
44,5,3349,1742,205,17897,6094
46,5,3939,5928,342,14246,3251
29,10,1401,1803,2427,22422,2094
26,2,4088,3380,1754,23410,9067
47,7,2560,7128,759,13561,2066
22,2,4006,8799,566,10282,12781
66,8,2091,5882,869,2730,11523
27,5,2872,1644,1110,20062,6669
68,4,4868,4571,1377,20143,10770
26,10,3344,9552,1697,22542,12408
55,15,2339,9737,2037,14120,10414
51,9,982,3146,1868,6355,6157
33,20,468,2063,1568,2924,4871
